transactionType,transactionId,cardNumber,amount,Stan,currencyCode,transactionDate,transactionTime,responseCode,accountType,authorizationCode,merchantId,merchantCategoryCode,terminalId,cardExpiryDate,cardholderName,accountHolderName,transactionFee,authorizationIndicator,acquirerBin,issuerBin,merchantName,transactionCode,reasonCode,rrn,originalTransactionId,acquirerReferenceNumber,batchNumber,dateOfSettlement,settlementAmount,issuerResponseCode,transactionOrigin,transactionReference,originalTransactionAmount,refundAmount,adjustmentAmount,loyaltyPointsEarned,loyaltyPointsRedeemed,reversalIndicator,authorizationDateTime,originalAuthorizationCode,narrative
AUTHORIZATION,TXN1743325885428048621,4532756278912349,0,239884,356,3/23/2025,10:00:00,0,Savings,AUTH1567,MERCHANT40,5411,TERM8,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,LocalMarket,SALE,0,20250898201,nan,123ABC,BATCH001,3/24/2025,8679.72,0,Online,REF1031,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
AUTHORIZATION,TXN1743325819109014461,4024007198765434,0,635643,356,3/23/2025,10:00:00,0,Savings,AUTH4271,MERCHANT97,5411,TERM4,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,QuickStore,SALE,0,20250894040,nan,123ABC,BATCH001,3/24/2025,6665.16,0,Online,REF3284,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325820760014704,4024007198765434,0,55735,356,3/23/2025,10:00:00,0,Savings,AUTH3198,MERCHANT20,5411,TERM6,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,GlobalRetail,SALE,0,20250894283,nan,123ABC,BATCH001,3/24/2025,6207.77,0,Online,REF3312,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325802004003315,4532756278912348,0,880271,356,3/23/2025,10:00:00,0,Savings,AUTH6807,MERCHANT30,5411,TERM1,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,MegaShop,SALE,0,20250893314,nan,123ABC,BATCH001,3/24/2025,6310.54,0,Online,REF6180,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REFUND,TXN1743325865718038056,4532756278912349,0,386126,356,3/23/2025,10:00:00,0,Savings,AUTH6929,MERCHANT25,5411,TERM5,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,QuickStore,SALE,0,20250897637,nan,123ABC,BATCH001,3/24/2025,1055.38,0,Online,REF9506,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REVERSAL,TXN1743325858310032714,4532756278912347,0,172702,356,3/23/2025,10:00:00,0,Savings,AUTH8921,MERCHANT71,5411,TERM0,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,QuickStore,SALE,0,20250892296,nan,123ABC,BATCH001,3/24/2025,9361.72,0,Online,REF1438,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325849364025631,4532756278912345,0,745660,356,3/23/2025,10:00:00,0,Savings,AUTH9528,MERCHANT29,5411,TERM9,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,MegaShop,SALE,0,20250895212,nan,123ABC,BATCH001,3/24/2025,6180.57,0,Online,REF6425,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CHARGEBACK,TXN1743325879959044744,4532756278912349,0,803596,356,3/23/2025,10:00:00,0,Savings,AUTH3601,MERCHANT39,5411,TERM7,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,QuickStore,SALE,0,20250894327,nan,123ABC,BATCH001,3/24/2025,7886.24,0,Online,REF2858,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CAPTURE,TXN1743325811111008945,4024007198765434,0,82413,356,3/23/2025,10:00:00,0,Savings,AUTH8418,MERCHANT47,5411,TERM4,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,MegaShop,SALE,0,20250898944,nan,123ABC,BATCH001,3/24/2025,7217.29,0,Online,REF4959,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REFUND,TXN1743325851843028495,4024007198765432,0,150605,356,3/23/2025,10:00:00,0,Savings,AUTH5093,MERCHANT64,5411,TERM1,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,QuickStore,SALE,0,20250898076,nan,123ABC,BATCH001,3/24/2025,2282.97,0,Online,REF535,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
AUTHORIZATION,TXN1743325813880011077,4234567812345671,0,413479,356,3/23/2025,10:00:00,0,Savings,AUTH0976,MERCHANT27,5411,TERM2,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,SuperMart,SALE,0,20250890659,nan,123ABC,BATCH001,3/24/2025,7794.05,0,Online,REF3290,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325859568034450,4024007198765436,0,994059,356,3/23/2025,10:00:00,0,Savings,AUTH1904,MERCHANT9,5411,TERM7,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,GlobalRetail,SALE,0,20250894031,nan,123ABC,BATCH001,3/24/2025,5013.71,0,Online,REF9344,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325882614046589,4024007198765436,0,893035,356,3/23/2025,10:00:00,0,Savings,AUTH2900,MERCHANT43,5411,TERM9,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,QuickStore,SALE,0,20250896169,nan,123ABC,BATCH001,3/24/2025,7117.08,0,Online,REF7893,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325820760014780,4024007198765434,0,839422,356,3/23/2025,10:00:00,0,Savings,AUTH1432,MERCHANT64,5411,TERM2,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,MegaShop,SALE,0,20250894361,nan,123ABC,BATCH001,3/24/2025,2209.92,0,Online,REF7078,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325867433038598,4234567812345674,0,83953,356,3/23/2025,10:00:00,0,Savings,AUTH7538,MERCHANT60,5411,TERM0,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,GlobalRetail,SALE,0,20250898178,nan,123ABC,BATCH001,3/24/2025,3119.44,0,Online,REF1201,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325881245046483,4532756278912347,0,686097,356,3/23/2025,10:00:00,0,Savings,AUTH0897,MERCHANT22,5411,TERM7,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,MegaShop,SALE,0,20250896065,nan,123ABC,BATCH001,3/24/2025,1859.19,0,Online,REF8050,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325859568034316,4234567812345672,0,186321,356,3/23/2025,10:00:00,0,Savings,AUTH3483,MERCHANT63,5411,TERM8,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,QuickStore,SALE,0,20250893896,nan,123ABC,BATCH001,3/24/2025,5737.67,0,Online,REF6852,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REFUND,TXN1743325865718037555,4234567812345674,0,709793,356,3/23/2025,10:00:00,0,Savings,AUTH6709,MERCHANT98,5411,TERM3,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,QuickStore,SALE,0,20250897135,nan,123ABC,BATCH001,3/24/2025,7616.44,0,Online,REF4202,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325820761015129,4024007198765434,0,57889,356,3/23/2025,10:00:00,0,Savings,AUTH2781,MERCHANT77,5411,TERM6,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,QuickStore,SALE,0,20250894706,nan,123ABC,BATCH001,3/24/2025,1029.76,0,Online,REF4849,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
AUTHORIZATION,TXN1743325879960045439,4024007198765434,0,695627,356,3/23/2025,10:00:00,0,Savings,AUTH6058,MERCHANT9,5411,TERM1,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,QuickStore,SALE,0,20250895021,nan,123ABC,BATCH001,3/24/2025,9888.25,0,Online,REF2440,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
AUTHORIZATION,TXN1743325862074036458,4024007198765434,0,334225,356,3/23/2025,10:00:00,0,Savings,AUTH5139,MERCHANT87,5411,TERM2,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,GlobalRetail,SALE,0,20250896038,nan,123ABC,BATCH001,3/24/2025,9966.41,0,Online,REF7240,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CAPTURE,TXN1743325875538042014,4024007198765432,0,632092,356,3/23/2025,10:00:00,0,Savings,AUTH6103,MERCHANT42,5411,TERM1,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,GlobalRetail,SALE,0,20250891595,nan,123ABC,BATCH001,3/24/2025,720.06,0,Online,REF2909,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325855587030959,4532756278912347,0,402067,356,3/23/2025,10:00:00,0,Savings,AUTH7222,MERCHANT20,5411,TERM3,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,GlobalRetail,SALE,0,20250890540,nan,123ABC,BATCH001,3/24/2025,5902.01,0,Online,REF2119,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REVERSAL,TXN1743325859568033635,4024007198765436,0,391900,356,3/23/2025,10:00:00,0,Savings,AUTH8683,MERCHANT5,5411,TERM5,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,SuperMart,SALE,0,20250893215,nan,123ABC,BATCH001,3/24/2025,6145.47,0,Online,REF1001,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325822300015768,4024007198765435,0,927175,356,3/23/2025,10:00:00,0,Savings,AUTH3032,MERCHANT47,5411,TERM0,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,GlobalRetail,SALE,0,20250895348,nan,123ABC,BATCH001,3/24/2025,2251.9,0,Online,REF9371,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325803618004169,4532756278912348,0,861245,356,3/23/2025,10:00:00,0,Savings,AUTH1893,MERCHANT95,5411,TERM0,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,MegaShop,SALE,0,20250894169,nan,123ABC,BATCH001,3/24/2025,8741.23,0,Online,REF4397,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325881245046051,4532756278912346,0,101757,356,3/23/2025,10:00:00,0,Savings,AUTH9714,MERCHANT12,5411,TERM9,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,MegaShop,SALE,0,20250895633,nan,123ABC,BATCH001,3/24/2025,7390.51,0,Online,REF3585,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
AUTHORIZATION,TXN1743325869034039582,4024007198765432,0,755921,356,3/23/2025,10:00:00,0,Savings,AUTH7084,MERCHANT16,5411,TERM2,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,LocalMarket,SALE,0,20250899163,nan,123ABC,BATCH001,3/24/2025,9903.31,0,Online,REF2043,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325819108013676,4024007198765434,0,787899,356,3/23/2025,10:00:00,0,Savings,AUTH3085,MERCHANT13,5411,TERM8,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,LocalMarket,SALE,0,20250893256,nan,123ABC,BATCH001,3/24/2025,355.82,0,Online,REF3529,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
AUTHORIZATION,TXN1743325815085012082,4234567812345674,0,510725,356,3/23/2025,10:00:00,0,Savings,AUTH9299,MERCHANT31,5411,TERM4,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,LocalMarket,SALE,0,20250891661,nan,123ABC,BATCH001,3/24/2025,5751.1,0,Online,REF1334,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325800177001553,4532756278912345,0,178970,356,3/23/2025,10:00:00,0,Savings,AUTH7766,MERCHANT20,5411,TERM9,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,MegaShop,SALE,0,20250891553,nan,123ABC,BATCH001,3/24/2025,2265.16,0,Online,REF4066,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CHARGEBACK,TXN1743325850598026556,4024007198765432,0,345757,356,3/23/2025,10:00:00,0,Savings,AUTH0355,MERCHANT50,5411,TERM0,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,QuickStore,SALE,0,20250896137,nan,123ABC,BATCH001,3/24/2025,2469.68,0,Online,REF7481,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325865718038154,4024007198765436,0,830866,356,3/23/2025,10:00:00,0,Savings,AUTH0438,MERCHANT11,5411,TERM2,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,MegaShop,SALE,0,20250897734,nan,123ABC,BATCH001,3/24/2025,6110.23,0,Online,REF3975,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REVERSAL,TXN1743325855587030808,4234567812345675,0,368021,356,3/23/2025,10:00:00,0,Savings,AUTH1944,MERCHANT45,5411,TERM6,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,MegaShop,SALE,0,20250890392,nan,123ABC,BATCH001,3/24/2025,5783.83,0,Online,REF4481,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CHARGEBACK,TXN1743325850598027097,4234567812345670,0,836273,356,3/23/2025,10:00:00,0,Savings,AUTH4879,MERCHANT72,5411,TERM9,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,QuickStore,SALE,0,20250896678,nan,123ABC,BATCH001,3/24/2025,532.33,0,Online,REF2410,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325877234043494,4234567812345675,0,770426,356,3/23/2025,10:00:00,0,Savings,AUTH1275,MERCHANT29,5411,TERM8,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,LocalMarket,SALE,0,20250893076,nan,123ABC,BATCH001,3/24/2025,4747.58,0,Online,REF9285,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CHARGEBACK,TXN1743325835951018658,4024007198765433,0,708463,356,3/23/2025,10:00:00,0,Savings,AUTH8450,MERCHANT4,5411,TERM5,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,MegaShop,SALE,0,20250898238,nan,123ABC,BATCH001,3/24/2025,9738.78,0,Online,REF8819,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
AUTHORIZATION,TXN1743325853188028944,4234567812345674,0,384786,356,3/23/2025,10:00:00,0,Savings,AUTH8136,MERCHANT91,5411,TERM3,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,SuperMart,SALE,0,20250898525,nan,123ABC,BATCH001,3/24/2025,2755.97,0,Online,REF3176,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325820760014634,4234567812345673,0,358700,356,3/23/2025,10:00:00,0,Savings,AUTH1137,MERCHANT46,5411,TERM2,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,MegaShop,SALE,0,20250894214,nan,123ABC,BATCH001,3/24/2025,6560.89,0,Online,REF4200,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325854387030208,4234567812345673,0,94616,356,3/23/2025,10:00:00,0,Savings,AUTH4777,MERCHANT36,5411,TERM1,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,SuperMart,SALE,0,20250899790,nan,123ABC,BATCH001,3/24/2025,5690.9,0,Online,REF5592,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325882614046892,4532756278912349,0,88747,356,3/23/2025,10:00:00,0,Savings,AUTH5662,MERCHANT52,5411,TERM1,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,LocalMarket,SALE,0,20250896474,nan,123ABC,BATCH001,3/24/2025,788.54,0,Online,REF4900,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325819108013804,4532756278912345,0,378089,356,3/23/2025,10:00:00,0,Savings,AUTH5147,MERCHANT60,5411,TERM8,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,MegaShop,SALE,0,20250893384,nan,123ABC,BATCH001,3/24/2025,263.25,0,Online,REF9397,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325827419016749,4024007198765435,0,668873,356,3/23/2025,10:00:00,0,Savings,AUTH6880,MERCHANT91,5411,TERM1,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,LocalMarket,SALE,0,20250896327,nan,123ABC,BATCH001,3/24/2025,9175.38,0,Online,REF677,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325881244045517,4532756278912345,0,905328,356,3/23/2025,10:00:00,0,Savings,AUTH6411,MERCHANT45,5411,TERM0,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,GlobalRetail,SALE,0,20250895101,nan,123ABC,BATCH001,3/24/2025,7124.65,0,Online,REF3821,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325879959044895,4024007198765432,0,724542,356,3/23/2025,10:00:00,0,Savings,AUTH1087,MERCHANT31,5411,TERM4,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,GlobalRetail,SALE,0,20250894477,nan,123ABC,BATCH001,3/24/2025,6236.93,0,Online,REF7693,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REVERSAL,TXN1743325819107013574,4532756278912349,0,91227,356,3/23/2025,10:00:00,0,Savings,AUTH4503,MERCHANT11,5411,TERM8,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,LocalMarket,SALE,0,20250893154,nan,123ABC,BATCH001,3/24/2025,9971.53,0,Online,REF2326,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325808255006622,4024007198765435,0,743562,356,3/23/2025,10:00:00,0,Savings,AUTH6600,MERCHANT79,5411,TERM5,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,MegaShop,SALE,0,20250896622,nan,123ABC,BATCH001,3/24/2025,5384.53,0,Online,REF6011,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REFUND,TXN1743325803618004198,4234567812345671,0,947569,356,3/23/2025,10:00:00,0,Savings,AUTH6205,MERCHANT3,5411,TERM0,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,SuperMart,SALE,0,20250894198,nan,123ABC,BATCH001,3/24/2025,516.27,0,Online,REF1530,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CHARGEBACK,TXN1743325850598027068,4234567812345675,0,651166,356,3/23/2025,10:00:00,0,Savings,AUTH7665,MERCHANT2,5411,TERM8,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,LocalMarket,SALE,0,20250896649,nan,123ABC,BATCH001,3/24/2025,8482.91,0,Online,REF8661,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325822300016005,4532756278912348,0,32719,356,3/23/2025,10:00:00,0,Savings,AUTH8801,MERCHANT24,5411,TERM0,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,QuickStore,SALE,0,20250895586,nan,123ABC,BATCH001,3/24/2025,8831.12,0,Online,REF4384,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325867433039222,4532756278912347,0,751738,356,3/23/2025,10:00:00,0,Savings,AUTH7403,MERCHANT15,5411,TERM8,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,LocalMarket,SALE,0,20250898803,nan,123ABC,BATCH001,3/24/2025,8180.86,0,Online,REF8724,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
AUTHORIZATION,TXN1743325885428048767,4024007198765436,0,914784,356,3/23/2025,10:00:00,0,Savings,AUTH1841,MERCHANT55,5411,TERM9,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,LocalMarket,SALE,0,20250898348,nan,123ABC,BATCH001,3/24/2025,2006.9,0,Online,REF1828,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CHARGEBACK,TXN1743325802004003451,4024007198765432,0,594745,356,3/23/2025,10:00:00,0,Savings,AUTH9730,MERCHANT72,5411,TERM1,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,MegaShop,SALE,0,20250893451,nan,123ABC,BATCH001,3/24/2025,6791.3,0,Online,REF6176,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325863483037081,4532756278912347,0,606713,356,3/23/2025,10:00:00,0,Savings,AUTH4939,MERCHANT94,5411,TERM8,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,SuperMart,SALE,0,20250896662,nan,123ABC,BATCH001,3/24/2025,3252.41,0,Online,REF342,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CHARGEBACK,TXN1743325798253000609,4024007198765432,0,78991,356,3/23/2025,10:00:00,0,Savings,AUTH4922,MERCHANT55,5411,TERM6,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,GlobalRetail,SALE,0,20250890609,nan,123ABC,BATCH001,3/24/2025,4303.16,0,Online,REF8042,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CHARGEBACK,TXN1743325851843028380,4024007198765436,0,811803,356,3/23/2025,10:00:00,0,Savings,AUTH5275,MERCHANT26,5411,TERM6,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,GlobalRetail,SALE,0,20250897961,nan,123ABC,BATCH001,3/24/2025,3385.95,0,Online,REF3176,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325848081024562,4024007198765435,0,485590,356,3/23/2025,10:00:00,0,Savings,AUTH1454,MERCHANT72,5411,TERM3,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,GlobalRetail,SALE,0,20250894144,nan,123ABC,BATCH001,3/24/2025,1355.3,0,Online,REF6397,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325830246017598,4532756278912346,0,745789,356,3/23/2025,10:00:00,0,Savings,AUTH5265,MERCHANT94,5411,TERM8,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,MegaShop,SALE,0,20250897178,nan,123ABC,BATCH001,3/24/2025,6189.75,0,Online,REF7238,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CHARGEBACK,TXN1743325848081024956,4532756278912347,0,37576,356,3/23/2025,10:00:00,0,Savings,AUTH3509,MERCHANT68,5411,TERM6,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,SuperMart,SALE,0,20250894534,nan,123ABC,BATCH001,3/24/2025,9845.15,0,Online,REF6296,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REFUND,TXN1743325849364025601,4532756278912349,0,406720,356,3/23/2025,10:00:00,0,Savings,AUTH0726,MERCHANT4,5411,TERM9,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,SuperMart,SALE,0,20250895182,nan,123ABC,BATCH001,3/24/2025,2097.73,0,Online,REF1795,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325803618003962,4024007198765432,0,363175,356,3/23/2025,10:00:00,0,Savings,AUTH4075,MERCHANT39,5411,TERM5,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,LocalMarket,SALE,0,20250893962,nan,123ABC,BATCH001,3/24/2025,6388.25,0,Online,REF4849,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REFUND,TXN1743325860832034706,4234567812345670,0,262446,356,3/23/2025,10:00:00,0,Savings,AUTH6891,MERCHANT52,5411,TERM1,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,LocalMarket,SALE,0,20250894287,nan,123ABC,BATCH001,3/24/2025,9590.05,0,Online,REF2851,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REFUND,TXN1743325860832035497,4024007198765435,0,508972,356,3/23/2025,10:00:00,0,Savings,AUTH0126,MERCHANT31,5411,TERM6,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,MegaShop,SALE,0,20250895076,nan,123ABC,BATCH001,3/24/2025,7851.6,0,Online,REF9204,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325859568033761,4024007198765435,0,917474,356,3/23/2025,10:00:00,0,Savings,AUTH7648,MERCHANT64,5411,TERM0,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,MegaShop,SALE,0,20250893340,nan,123ABC,BATCH001,3/24/2025,8140.96,0,Online,REF3000,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325860832035485,4024007198765435,0,886207,356,3/23/2025,10:00:00,0,Savings,AUTH3173,MERCHANT27,5411,TERM8,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,SuperMart,SALE,0,20250895078,nan,123ABC,BATCH001,3/24/2025,736.37,0,Online,REF4196,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REVERSAL,TXN1743325806741005809,4532756278912349,0,61476,356,3/23/2025,10:00:00,0,Savings,AUTH8637,MERCHANT71,5411,TERM2,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,MegaShop,SALE,0,20250895810,nan,123ABC,BATCH001,3/24/2025,409.43,0,Online,REF9128,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325865718038466,4234567812345675,0,588012,356,3/23/2025,10:00:00,0,Savings,AUTH1267,MERCHANT14,5411,TERM9,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,GlobalRetail,SALE,0,20250898046,nan,123ABC,BATCH001,3/24/2025,3637.65,0,Online,REF6421,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325838673019837,4024007198765432,0,627118,356,3/23/2025,10:00:00,0,Savings,AUTH5107,MERCHANT73,5411,TERM1,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,MegaShop,SALE,0,20250899415,nan,123ABC,BATCH001,3/24/2025,3347.07,0,Online,REF5313,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REFUND,TXN1743325811111009245,4532756278912348,0,904608,356,3/23/2025,10:00:00,0,Savings,AUTH9687,MERCHANT84,5411,TERM9,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,SuperMart,SALE,0,20250899243,nan,123ABC,BATCH001,3/24/2025,9030.26,0,Online,REF7290,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
